index,Name,Gender,Document_Type,Document_Number,Address,New_DOB,Name_clean,Address_clean,Document_Number_clean,Document_valid,Combined_Text,Record_ID,Group_ID,Name_Length,Address_Length,Name_Freq,Address_Freq,Group_Size,Name_Encoded,Address_Encoded,Fraud_Label,Fraud_Probability,Fraud_Prediction,Risk_Level,Image_File,OCR_Text,OCR_Similarity,OCR_Match,Duplicate_Image_Flag,Final_Risk_Score,Final_Risk_Level,Gender_clean,Document_type_clean,DOB,Document_format,Combined_Data,Duplicate_Group_ID,Fraud_Risk_Score,Fraud_Risk_Level
2110,Devansh Sankaran,Male,,Missing,"07/304, Keer Road, Visakhapatnam 661443",09-05-1997,devansh sankaran,07304 keer road visakhapatnam 661443,NONE,False,devansh sankaran 07 304 keer road visakhapatnam 661443,2110,2111,16,37,1,1,1,496,102,0,0.0,0,Low,img_0.jpg,naraknas hsnaved,0.31,Mismatch,Yes,0.338,Low,male,nan,Unknown,False,devansh sankaran male Unknown nan Missing 07304 keer road visakhapatnam 661443,-1,0.4,Medium
2111,Mannat Bajaj,Female,PAN,NENHB4856S,,01-01-1973,mannat bajaj,nan,NENHB4856S,True,mannat bajaj none,2111,2112,12,4,1,122,1,1297,2378,0,0.03,0,Low,img_1.jpg,mannat bajaj,1.0,Match,Yes,0.218,Low,female,pan,Unknown,True,mannat bajaj female Unknown pan NENHB4856S nan,-1,0.0,Low
2112,Shlok Kulkarni,Other,PAN,HOKHK0074A,"18/536, Shanker Chowk, Udupi 696458",13-05-1991,shlok kulkarni,18536 shanker chowk udupi 696458,HOKHK0074A,True,shlok kulkarni 18 536 shanker chowk udupi 696458,2112,2113,14,33,1,1,1,1996,257,0,0.01,0,Low,img_2.jpg,inrakluk kolhs,0.36,Mismatch,Yes,0.334,Low,other,pan,Unknown,True,shlok kulkarni other Unknown pan HOKHK0074A 18536 shanker chowk udupi 696458,-1,0.0,Low
2113,Nirvaan Sane,Male,Passport,X8674104,,29-04-1970,nirvaan sane,nan,X8674104,True,nirvaan sane none,2113,2114,12,4,1,122,1,1457,2378,0,0.18,0,Low,img_3.jpg,nirvaan sane,1.0,Match,Yes,0.308,Low,male,passport,Unknown,True,nirvaan sane male Unknown passport X8674104 nan,-1,0.0,Low
2114,Elakshi Bahl,Male,PAN,KAQHB4469H,"H.No. 09, Majumdar Zila, Mysore-205298",05-04-2004,elakshi bahl,hno 09 majumdar zila mysore205298,KAQHB4469H,True,elakshi bahl h no 09 majumdar zila mysore 205298,2114,2115,12,35,1,1,1,622,1667,0,0.02,0,Low,img_4.jpg,elakshi bahl,1.0,Match,Yes,0.212,Low,male,pan,Unknown,True,elakshi bahl male Unknown pan KAQHB4469H hno 09 majumdar zila mysore205298,-1,0.0,Low
2115,Rati Chacko,Male,PAN,UXXLC6452F,"02/73, Rau Chowk, Shimla 993009",08-01-1990,rati chacko,0273 rau chowk shimla 993009,UXXLC6452F,True,rati chacko 02 73 rau chowk shimla 993009,2115,2116,11,29,1,1,1,1697,37,0,0.17,0,Low,img_5.jpg,okcahc itar,0.09,Mismatch,Yes,0.484,Medium,male,pan,Unknown,True,rati chacko male Unknown pan UXXLC6452F 0273 rau chowk shimla 993009,-1,0.0,Low
2116,Veer Tripathi,Male,Aadhaar,4000 9326 4311,,22-09-1987,veer tripathi,nan,4.00093E+11,True,veer tripathi none,2116,2117,13,4,1,122,1,2211,2378,0,0.0,0,Low,img_6.jpg,veer tripathi,1.0,Match,Yes,0.2,Low,male,aadhaar,Unknown,False,veer tripathi male Unknown aadhaar 4000 9326 4311 nan,-1,0.4,Medium
2117,Advika Basu,Female,Aadhaar,8983 6578 3420,"H.No. 733, Bhatti Circle, Dhanbad-534283",28-07-1990,advika basu,hno 733 bhatti circle dhanbad534283,8.98366E+11,True,advika basu h no 733 bhatti circle dhanbad 534283,2117,2118,11,37,1,1,1,120,2166,0,0.04,0,Low,img_7.jpg,advika basu,1.0,Match,Yes,0.224,Low,female,aadhaar,Unknown,False,advika basu female Unknown aadhaar 8983 6578 3420 hno 733 bhatti circle dhanbad534283,-1,0.4,Medium
2118,Himmat Ratti,Female,PAN,EPBAR8604N,"851, Gala Road, Uluberia 842153",22-03-1991,himmat ratti,851 gala road uluberia 842153,EPBAR8604N,True,himmat ratti 851 gala road uluberia 842153,2118,2119,12,29,1,1,1,778,1361,0,0.01,0,Low,img_8.jpg,ittar tammih,0.33,Mismatch,Yes,0.34,Low,female,pan,Unknown,True,himmat ratti female Unknown pan EPBAR8604N 851 gala road uluberia 842153,-1,0.0,Low
2119,Pari Kalita,Male,PAN,ENHGK3330Z,"H.No. 02, Mani Road, Dehradun 032214",09-10-1982,pari kalita,hno 02 mani road dehradun 032214,ENHGK3330Z,True,pari kalita h no 02 mani road dehradun 032214,2119,2120,11,33,1,1,1,1532,1610,0,0.0,0,Low,img_9.jpg,pari kalita,1.0,Match,Yes,0.2,Low,male,pan,Unknown,True,pari kalita male Unknown pan ENHGK3330Z hno 02 mani road dehradun 032214,-1,0.0,Low
2120,Armaan Grover,Female,Passport,J4056710,"66, Saxena Street, Sagar-336174",06-11-1973,armaan grover,66 saxena street sagar336174,J4056710,True,armaan grover 66 saxena street sagar 336174,2120,2121,13,29,1,1,1,330,1013,0,0.01,0,Low,img_0.jpg,armaan grover,1.0,Match,Yes,0.206,Low,female,passport,Unknown,True,armaan grover female Unknown passport J4056710 66 saxena street sagar336174,-1,0.0,Low
2121,Pari Dhawan,Other,Aadhaar,6589 1073 9265,"73, Vig Circle, Tiruvottiyur 123369",28-01-1988,pari dhawan,73 vig circle tiruvottiyur 123369,6.58911E+11,True,pari dhawan 73 vig circle tiruvottiyur 123369,2121,2122,11,33,1,1,1,1526,1138,0,0.02,0,Low,img_1.jpg,pari dhawan,1.0,Match,Yes,0.212,Low,other,aadhaar,Unknown,False,pari dhawan other Unknown aadhaar 6589 1073 9265 73 vig circle tiruvottiyur 123369,-1,0.4,Medium
2122,Hiran Balakrishnan,Other,Passport,N8360732,"H.No. 242, Venkataraman Circle, Jodhpur 994705",03-12-2004,hiran balakrishnan,hno 242 venkataraman circle jodhpur 994705,N8360732,True,hiran balakrishnan h no 242 venkataraman circle jodhpur 994705,2122,2123,18,43,1,1,1,782,1796,1,0.08,0,Low,img_2.jpg,hiran balakrishnan,1.0,Match,Yes,0.248,Low,other,passport,Unknown,True,hiran balakrishnan other Unknown passport N8360732 hno 242 venkataraman circle jodhpur 994705,-1,0.0,Low
2123,Rasha Bali,Female,Aadhaar,5952 6994 9856,,11-11-1997,rasha bali,nan,5.9527E+11,True,rasha bali none,2123,2124,10,4,1,122,1,1679,2378,0,0.02,0,Low,img_3.jpg,rasha bali,1.0,Match,Yes,0.212,Low,female,aadhaar,Unknown,False,rasha bali female Unknown aadhaar 5952 6994 9856 nan,-1,0.4,Medium
2124,Darshit Saraf,Male,Passport,Q6113320,"37/56, Krishna Zila, Unnao 092404",28-11-1976,darshit saraf,3756 krishna zila unnao 092404,Q6113320,True,darshit saraf 37 56 krishna zila unnao 092404,2124,2125,13,31,1,1,1,482,573,1,0.66,1,Medium,img_4.jpg,darshit saraf,1.0,Match,Yes,0.596,Medium,male,passport,Unknown,True,darshit saraf male Unknown passport Q6113320 3756 krishna zila unnao 092404,-1,0.0,Low
2125,Aarush Chandra,Male,Aadhaar,5248 9520 4265,"H.No. 73, Bora Circle, Nashik-646201",31-10-1982,aarush chandra,hno 73 bora circle nashik646201,5.24895E+11,True,aarush chandra h no 73 bora circle nashik 646201,2125,2126,14,33,1,1,1,30,2162,0,0.03,0,Low,img_5.jpg,aarush chandra,1.0,Match,Yes,0.218,Low,male,aadhaar,Unknown,False,aarush chandra male Unknown aadhaar 5248 9520 4265 hno 73 bora circle nashik646201,-1,0.4,Medium
2126,Lavanya Bali,Female,Passport,B7670933,"H.No. 42, Lad Circle, Dehradun 749276",20-07-1970,lavanya bali,hno 42 lad circle dehradun 749276,B7670933,True,lavanya bali h no 42 lad circle dehradun 749276,2126,2127,12,34,1,1,1,1222,1934,0,0.07,0,Low,img_6.jpg,lavanya bali,1.0,Match,Yes,0.242,Low,female,passport,Unknown,True,lavanya bali female Unknown passport B7670933 hno 42 lad circle dehradun 749276,-1,0.0,Low
2127,Ritvik Karan,Male,Aadhaar,7070 3066 5360,"25/33, Tandon Ganj, Malda-713733",17-05-1990,ritvik karan,2533 tandon ganj malda713733,7.07031E+11,True,ritvik karan 25 33 tandon ganj malda 713733,2127,2128,12,30,1,1,1,1762,386,0,0.05,0,Low,img_7.jpg,narak kivtir,0.42,Mismatch,Yes,0.346,Low,male,aadhaar,Unknown,False,ritvik karan male Unknown aadhaar 7070 3066 5360 2533 tandon ganj malda713733,-1,0.4,Medium
2128,Faiyaz Rattan,,,Missing,"21/66, Krishnamurthy Nagar, Thoothukudi-524610",25-07-1996,faiyaz rattan,2166 krishnamurthy nagar thoothukudi524610,NONE,False,faiyaz rattan 21 66 krishnamurthy nagar thoothukudi 524610,2128,2129,13,44,1,1,1,683,313,0,0.04,0,Low,img_8.jpg,faiyaz rattan,1.0,Match,Yes,0.224,Low,nan,nan,Unknown,False,faiyaz rattan nan Unknown nan Missing 2166 krishnamurthy nagar thoothukudi524610,-1,0.4,Medium
2129,Tanya Lanka,Female,Aadhaar,3969 3787 2705,"H.No. 18, Brar Path, Rajpur Sonarpur-081188",11-03-1996,tanya lanka,hno 18 brar path rajpur sonarpur081188,3.96938E+11,True,tanya lanka h no 18 brar path rajpur sonarpur 081188,2129,2130,11,40,1,1,1,2061,1744,0,0.07,0,Low,img_9.jpg,tanya lanka,1.0,Match,Yes,0.242,Low,female,aadhaar,Unknown,False,tanya lanka female Unknown aadhaar 3969 3787 2705 hno 18 brar path rajpur sonarpur081188,-1,0.4,Medium
2130,Anya Chaudhary,Male,Passport,F5385865,"46/104, Ghosh, Kumbakonam 482541",05-11-1986,anya chaudhary,46104 ghosh kumbakonam 482541,F5385865,True,anya chaudhary 46 104 ghosh kumbakonam 482541,2130,2131,14,30,1,1,1,284,710,0,0.01,0,Low,img_0.jpg,yrahduahc ayna,0.21,Mismatch,Yes,0.364,Low,male,passport,Unknown,True,anya chaudhary male Unknown passport F5385865 46104 ghosh kumbakonam 482541,-1,0.0,Low
2131,,Male,Passport,K2358106,"H.No. 17, Borra Ganj, Anand-475765",11-09-1974,nan,hno 17 borra ganj anand475765,K2358106,True,none h no 17 borra ganj anand 475765,2131,2132,4,31,118,1,1,1495,1733,0,0.02,0,Low,img_1.jpg,enon,0.75,Mismatch,Yes,0.262,Low,male,passport,Unknown,True,nan male Unknown passport K2358106 hno 17 borra ganj anand475765,-1,0.0,Low
2132,Inaaya  Bansal,Male,PAN,YAZJB8032U,"23/30, Ahuja Path, Karnal 556479",17-03-1997,inaaya  bansal,2330 ahuja path karnal 556479,YAZJB8032U,True,inaaya bansal 23 30 ahuja path karnal 556479,2132,2133,13,30,1,1,1,847,346,0,0.05,0,Low,img_2.jpg,inaaya bansal,1.0,Match,Yes,0.23,Low,male,pan,Unknown,True,inaaya  bansal male Unknown pan YAZJB8032U 2330 ahuja path karnal 556479,-1,0.0,Low
2133,Himmat Keer,Female,Aadhaar,4851 1858 1630,"H.No. 532, Kunda Circle, Rewa-819746",11-03-1984,himmat keer,hno 532 kunda circle rewa819746,4.85119E+11,True,himmat keer h no 532 kunda circle rewa 819746,2133,2134,11,33,1,1,1,774,2026,0,0.0,0,Low,img_3.jpg,himmat keer,1.0,Match,Yes,0.2,Low,female,aadhaar,Unknown,False,himmat keer female Unknown aadhaar 4851 1858 1630 hno 532 kunda circle rewa819746,-1,0.4,Medium
2134,Vaibhav Kala,Female,Aadhaar,6843 3551 5336,"H.No. 425, Subramaniam Marg, Bhatpara-448569",03-10-1978,vaibhav kala,hno 425 subramaniam marg bhatpara448569,6.84336E+11,True,vaibhav kala h no 425 subramaniam marg bhatpara 448569,2134,2135,12,41,1,1,1,2162,1938,0,0.02,0,Low,img_4.jpg,vaibhav kala,1.0,Match,Yes,0.212,Low,female,aadhaar,Unknown,False,vaibhav kala female Unknown aadhaar 6843 3551 5336 hno 425 subramaniam marg bhatpara448569,-1,0.4,Medium
2135,Pari Gala,Male,Aadhaar,8483 8980 1681,"90, Dani Chowk, Amritsar 956106",19-08-1990,pari gala,90 dani chowk amritsar 956106,8.4839E+11,True,pari gala 90 dani chowk amritsar 956106,2135,2136,9,29,1,1,1,1527,1442,0,0.0,0,Low,img_5.jpg,pari gala,1.0,Match,Yes,0.2,Low,male,aadhaar,Unknown,False,pari gala male Unknown aadhaar 8483 8980 1681 90 dani chowk amritsar 956106,-1,0.4,Medium
2136,Anahi Krish,Female,PAN,ZHNLK6774A,"59/509, Korpal Road, Faridabad 088477",13-03-1973,anahi krish,59509 korpal road faridabad 088477,ZHNLK6774A,True,anahi krish 59 509 korpal road faridabad 088477,2136,2137,11,35,1,1,1,196,902,0,0.07,0,Low,img_6.jpg,hsirk ihana,0.27,Mismatch,Yes,0.388,Low,female,pan,Unknown,True,anahi krish female Unknown pan ZHNLK6774A 59509 korpal road faridabad 088477,-1,0.0,Low
2137,Ayesha Dixit,Female,Aadhaar,3372 4237 3175,"H.No. 193, Baral Marg, Miryalaguda 041397",25-02-1992,ayesha dixit,hno 193 baral marg miryalaguda 041397,3.37242E+11,True,ayesha dixit h no 193 baral marg miryalaguda 041397,2137,2138,12,38,1,1,1,355,1762,0,0.06,0,Low,img_7.jpg,ayesha dixit,1.0,Match,Yes,0.236,Low,female,aadhaar,Unknown,False,ayesha dixit female Unknown aadhaar 3372 4237 3175 hno 193 baral marg miryalaguda 041397,-1,0.4,Medium
2138,Tushar Andra,Other,PAN,ZHAGA5709Z,"91/418, Bera Path, Karawal Nagar 711384",25-12-1974,tushar andra,91418 bera path karawal nagar 711384,ZHAGA5709Z,True,tushar andra 91 418 bera path karawal nagar 711384,2138,2139,12,37,1,1,1,2121,1450,0,0.06,0,Low,img_8.jpg,ardna rahsut,0.42,Mismatch,Yes,0.352,Low,other,pan,Unknown,True,tushar andra other Unknown pan ZHAGA5709Z 91418 bera path karawal nagar 711384,-1,0.0,Low
2139,Shayak Choudhry,Female,Passport,G4295075,"H.No. 99, Ray Road, Nellore 687482",20-02-1998,shayak choudhry,hno 99 ray road nellore 687482,G4295075,True,shayak choudhry h no 99 ray road nellore 687482,2139,2140,15,31,1,1,1,1978,2374,0,0.06,0,Low,img_9.jpg,shayak choudhry,1.0,Match,Yes,0.236,Low,female,passport,Unknown,True,shayak choudhry female Unknown passport G4295075 hno 99 ray road nellore 687482,-1,0.0,Low
2140,Anvi Dugar,Other,Passport,S4753632,"H.No. 44, Tiwari Zila, Ambarnath-376225",18-09-1991,anvi dugar,hno 44 tiwari zila ambarnath376225,S4753632,True,anvi dugar h no 44 tiwari zila ambarnath 376225,2140,2141,10,36,1,1,1,268,1954,0,0.01,0,Low,img_0.jpg,anvi dugar,1.0,Match,Yes,0.206,Low,other,passport,Unknown,True,anvi dugar other Unknown passport S4753632 hno 44 tiwari zila ambarnath376225,-1,0.0,Low
2141,Priyansh Golla,Female,,Missing,"42, Bahri Nagar, Malegaon 127016",24-02-1987,priyansh golla,42 bahri nagar malegaon 127016,NONE,False,priyansh golla 42 bahri nagar malegaon 127016,2141,2142,14,30,1,1,1,1618,654,0,0.02,0,Low,img_1.jpg,priyansh golla,1.0,Match,Yes,0.212,Low,female,nan,Unknown,False,priyansh golla female Unknown nan Missing 42 bahri nagar malegaon 127016,-1,0.4,Medium
2142,Navya Saxena,Other,Aadhaar,6885 2694 2551,"682, Chokshi Ganj, Howrah 074157",28-12-1979,navya saxena,682 chokshi ganj howrah 074157,6.88527E+11,True,navya saxena 682 chokshi ganj howrah 074157,2142,2143,12,30,1,1,1,1402,1055,0,0.07,0,Low,img_2.jpg,navya saxena,1.0,Match,Yes,0.242,Low,other,aadhaar,Unknown,False,navya saxena other Unknown aadhaar 6885 2694 2551 682 chokshi ganj howrah 074157,-1,0.4,Medium
2143,Anika Ramachandran,Female,PAN,KEPAR1187E,"801, Bora, Kochi 240546",25-02-1981,anika ramachandran,801 bora kochi 240546,KEPAR1187E,True,anika ramachandran 801 bora kochi 240546,2143,2144,18,21,1,1,1,251,1274,0,0.08,0,Low,img_3.jpg,anika ramachandran,1.0,Match,Yes,0.248,Low,female,pan,Unknown,True,anika ramachandran female Unknown pan KEPAR1187E 801 bora kochi 240546,-1,0.0,Low
2144,,Female,PAN,MNDAB4170A,,14-03-1975,nan,nan,MNDAB4170A,True,none none,2144,2145,4,4,118,122,1,1495,2378,0,0.098888801,0,Low,img_4.jpg,none,1.0,Match,Yes,0.259333281,Low,female,pan,Unknown,True,nan female Unknown pan MNDAB4170A nan,-1,0.0,Low
2145,Farhan Gill,Female,PAN,MYMGG7391I,"09/20, Mane Street, Malegaon 848893",18-04-1996,farhan gill,0920 mane street malegaon 848893,MYMGG7391I,True,farhan gill 09 20 mane street malegaon 848893,2145,2146,11,33,1,1,1,695,126,0,0.01,0,Low,img_5.jpg,farhan gill,1.0,Match,Yes,0.206,Low,female,pan,Unknown,True,farhan gill female Unknown pan MYMGG7391I 0920 mane street malegaon 848893,-1,0.0,Low
2146,,Male,Aadhaar,7495 2319 9180,"H.No. 411, Khalsa Zila, Durg 023513",24-08-1970,nan,hno 411 khalsa zila durg 023513,7.49523E+11,True,none h no 411 khalsa zila durg 023513,2146,2147,4,32,118,1,1,1495,1929,0,0.01,0,Low,img_6.jpg,none,1.0,Match,Yes,0.206,Low,male,aadhaar,Unknown,False,nan male Unknown aadhaar 7495 2319 9180 hno 411 khalsa zila durg 023513,-1,0.4,Medium
2147,Lavanya Ghose,Other,Passport,F1706938,"H.No. 56, Tiwari Circle, Udupi-076486",11-03-1977,lavanya ghose,hno 56 tiwari circle udupi076486,F1706938,True,lavanya ghose h no 56 tiwari circle udupi 076486,2147,2148,13,34,1,1,1,1226,2052,0,0.0,0,Low,img_7.jpg,lavanya ghose,1.0,Match,Yes,0.2,Low,other,passport,Unknown,True,lavanya ghose other Unknown passport F1706938 hno 56 tiwari circle udupi076486,-1,0.0,Low
2148,Zara Dube,Male,PAN,KGNJD1186U,"74/837, Raja Street, Meerut-526035",23-05-2001,zara dube,74837 raja street meerut526035,KGNJD1186U,True,zara dube 74 837 raja street meerut 526035,2148,2149,9,32,1,1,1,2321,1155,0,0.0,0,Low,img_8.jpg,zara dube,1.0,Match,Yes,0.2,Low,male,pan,Unknown,True,zara dube male Unknown pan KGNJD1186U 74837 raja street meerut526035,-1,0.0,Low
2149,Anahi Tripathi,Male,PAN,GOSTT3137A,"414, Srivastava, Akola-386618",21-10-1970,anahi tripathi,414 srivastava akola386618,GOSTT3137A,True,anahi tripathi 414 srivastava akola 386618,2149,2150,14,27,1,1,1,204,645,0,0.07,0,Low,img_9.jpg,anahi tripathi,1.0,Match,Yes,0.242,Low,male,pan,Unknown,True,anahi tripathi male Unknown pan GOSTT3137A 414 srivastava akola386618,-1,0.0,Low
2150,Myra Krishnan,Male,Aadhaar,7270 6170 2101,"H.No. 55, Dyal, Sambalpur 895599",09-02-2005,myra krishnan,hno 55 dyal sambalpur 895599,7.27062E+11,True,myra krishnan h no 55 dyal sambalpur 895599,2150,2151,13,29,1,1,1,1376,2042,0,0.0,0,Low,img_0.jpg,myra krishnan,1.0,Match,Yes,0.2,Low,male,aadhaar,Unknown,False,myra krishnan male Unknown aadhaar 7270 6170 2101 hno 55 dyal sambalpur 895599,-1,0.4,Medium
2151,Bhavin Behl,Other,PAN,OPVLB6982X,"H.No. 11, Kibe Zila, Bihar Sharif-702054",04-12-1974,bhavin behl,hno 11 kibe zila bihar sharif702054,OPVLB6982X,True,bhavin behl h no 11 kibe zila bihar sharif 702054,2151,2152,11,37,1,1,1,411,1686,0,0.01,0,Low,img_1.jpg,lheb nivahb,0.27,Mismatch,Yes,0.352,Low,other,pan,Unknown,True,bhavin behl other Unknown pan OPVLB6982X hno 11 kibe zila bihar sharif702054,-1,0.0,Low
2152,Jhanvi Lad,Other,PAN,PVDGL5601J,"H.No. 59, Vaidya Marg, Guntakal-319386",30-08-1975,jhanvi lad,hno 59 vaidya marg guntakal319386,PVDGL5601J,True,jhanvi lad h no 59 vaidya marg guntakal 319386,2152,2153,10,35,1,1,1,1005,2073,0,0.0,0,Low,img_2.jpg,jhanvi lad,1.0,Match,Yes,0.2,Low,other,pan,Unknown,True,jhanvi lad other Unknown pan PVDGL5601J hno 59 vaidya marg guntakal319386,-1,0.0,Low
2153,Charvi Vaidya,Male,Aadhaar,5408 1167 6212,"53/86, Kale, Suryapet-442884",04-07-1992,charvi vaidya,5386 kale suryapet442884,5.40812E+11,True,charvi vaidya 53 86 kale suryapet 442884,2153,2154,13,26,1,1,1,445,818,0,0.02,0,Low,img_3.jpg,charvi vaidya,1.0,Match,Yes,0.212,Low,male,aadhaar,Unknown,False,charvi vaidya male Unknown aadhaar 5408 1167 6212 5386 kale suryapet442884,-1,0.4,Medium
2154,Ishaan Mann,Other,Aadhaar,8643 6574 3846,"19, Chandra Marg, Siwan 837606",21-04-1999,ishaan mann,19 chandra marg siwan 837606,8.64366E+11,True,ishaan mann 19 chandra marg siwan 837606,2154,2155,11,28,1,1,1,912,280,0,0.12,0,Low,img_4.jpg,nnam naahsi,0.18,Mismatch,Yes,0.436,Medium,other,aadhaar,Unknown,False,ishaan mann other Unknown aadhaar 8643 6574 3846 19 chandra marg siwan 837606,-1,0.4,Medium
2155,Sara Batta,Other,PAN,BEWGB0550W,"248, Randhawa Nagar, Sikar 636464",03-05-1996,sara batta,248 randhawa nagar sikar 636464,BEWGB0550W,True,sara batta 248 randhawa nagar sikar 636464,2155,2156,10,31,2,1,1,1910,380,0,0.04,0,Low,img_5.jpg,sara batta,1.0,Match,Yes,0.224,Low,other,pan,Unknown,True,sara batta other Unknown pan BEWGB0550W 248 randhawa nagar sikar 636464,-1,0.0,Low
2156,Rania Garg,Male,PAN,LFAFG0862F,"50/327, Edwin Chowk, North Dumdum-188110",01-03-1981,rania garg,50327 edwin chowk north dumdum188110,LFAFG0862F,True,rania garg 50 327 edwin chowk north dumdum 188110,2156,2157,10,38,1,1,1,1666,767,0,0.06,0,Low,img_6.jpg,grag ainar,0.5,Mismatch,Yes,0.336,Low,male,pan,Unknown,True,rania garg male Unknown pan LFAFG0862F 50327 edwin chowk north dumdum188110,-1,0.0,Low
2157,Divyansh Dugar,,PAN,PIOBD7131O,"83, Gola Zila, Ballia-384725",26-06-1997,divyansh dugar,83 gola zila ballia384725,PIOBD7131O,True,divyansh dugar 83 gola zila ballia 384725,2157,2158,14,26,1,1,1,581,1338,0,0.01,0,Low,img_7.jpg,divyansh dugar,1.0,Match,Yes,0.206,Low,nan,pan,Unknown,True,divyansh dugar nan Unknown pan PIOBD7131O 83 gola zila ballia384725,-1,0.0,Low
2158,Yasmin Kunda,Male,Passport,I8931030,"H.No. 822, Dubey Marg, Alwar-658752",12-02-1972,yasmin kunda,hno 822 dubey marg alwar658752,I8931030,True,yasmin kunda h no 822 dubey marg alwar 658752,2158,2159,12,32,1,1,1,2276,2243,0,0.12,0,Low,img_8.jpg,yasmin kunda,1.0,Match,Yes,0.272,Low,male,passport,Unknown,True,yasmin kunda male Unknown passport I8931030 hno 822 dubey marg alwar658752,-1,0.0,Low
2159,Lakshay Buch,Other,Aadhaar,2147 9969 7376,"H.No. 317, Gala Road, Jehanabad-484689",07-09-1984,lakshay buch,hno 317 gala road jehanabad484689,2.148E+11,True,lakshay buch h no 317 gala road jehanabad 484689,2159,2160,12,35,1,1,1,1202,1841,0,0.04,0,Low,img_9.jpg,lakshay buch,1.0,Match,Yes,0.224,Low,other,aadhaar,Unknown,False,lakshay buch other Unknown aadhaar 2147 9969 7376 hno 317 gala road jehanabad484689,-1,0.4,Medium
2160,Pihu Biswas,Other,PAN,VOPTB4506F,"H.No. 346, Sarma Zila, Bulandshahr 198184",14-04-1995,pihu biswas,hno 346 sarma zila bulandshahr 198184,VOPTB4506F,True,pihu biswas h no 346 sarma zila bulandshahr 198184,2160,2161,11,38,1,1,1,1556,1875,0,0.06,0,Low,img_0.jpg,pihu biswas,1.0,Match,Yes,0.236,Low,other,pan,Unknown,True,pihu biswas other Unknown pan VOPTB4506F hno 346 sarma zila bulandshahr 198184,-1,0.0,Low
2161,Dhanush Baria,Other,PAN,ZVKCB1868G,"28/628, Dugar Road, Ujjain 805767",06-01-2003,dhanush baria,28628 dugar road ujjain 805767,ZVKCB1868G,True,dhanush baria 28 628 dugar road ujjain 805767,2161,2162,13,31,1,1,1,511,437,0,0.07,0,Low,img_1.jpg,dhanush baria,1.0,Match,Yes,0.242,Low,other,pan,Unknown,True,dhanush baria other Unknown pan ZVKCB1868G 28628 dugar road ujjain 805767,-1,0.0,Low
2162,Amani Sengupta,Female,Aadhaar,6575 8659 3736,"28, Bhagat Street, Arrah-614489",31-01-1986,amani sengupta,28 bhagat street arrah614489,6.57587E+11,True,amani sengupta 28 bhagat street arrah 614489,2162,2163,14,29,1,1,1,176,438,0,0.02,0,Low,img_2.jpg,amani sengupta,1.0,Match,Yes,0.212,Low,female,aadhaar,Unknown,False,amani sengupta female Unknown aadhaar 6575 8659 3736 28 bhagat street arrah614489,-1,0.4,Medium
2163,Urvi Kade,Male,Aadhaar,6186 2217 4843,"755, Bains Chowk, Mysore-400386",26-04-1997,urvi kade,755 bains chowk mysore400386,6.18622E+11,True,urvi kade 755 bains chowk mysore 400386,2163,2164,9,29,1,1,1,2137,1188,0,0.02,0,Low,img_3.jpg,urvi kade,1.0,Match,Yes,0.212,Low,male,aadhaar,Unknown,False,urvi kade male Unknown aadhaar 6186 2217 4843 755 bains chowk mysore400386,-1,0.4,Medium
2164,Emir Lad,Female,Aadhaar,7317 9171 4203,"87, Savant Path, Adoni 722139",07-04-1993,emir lad,87 savant path adoni 722139,7.31792E+11,True,emir lad 87 savant path adoni 722139,2164,2165,8,27,1,1,1,644,1394,0,0.03,0,Low,img_4.jpg,emir lad,1.0,Match,Yes,0.218,Low,female,aadhaar,Unknown,False,emir lad female Unknown aadhaar 7317 9171 4203 87 savant path adoni 722139,-1,0.4,Medium
2165,,Male,Aadhaar,9593 3476 2261,"H.No. 758, Johal Ganj, Kolkata-428427",28-09-1996,nan,hno 758 johal ganj kolkata428427,9.59335E+11,True,none h no 758 johal ganj kolkata 428427,2165,2166,4,34,118,1,1,1495,2180,1,0.01,0,Low,img_5.jpg,none,1.0,Match,Yes,0.206,Low,male,aadhaar,Unknown,False,nan male Unknown aadhaar 9593 3476 2261 hno 758 johal ganj kolkata428427,-1,0.4,Medium
2166,Devansh Mane,Female,PAN,AVBTM7409P,"67/611, Bhatnagar Zila, Chinsurah-986294",15-04-1979,devansh mane,67611 bhatnagar zila chinsurah986294,AVBTM7409P,True,devansh mane 67 611 bhatnagar zila chinsurah 986294,2166,2167,12,38,1,1,1,495,1025,0,0.03,0,Low,img_6.jpg,devansh mane,1.0,Match,Yes,0.218,Low,female,pan,Unknown,True,devansh mane female Unknown pan AVBTM7409P 67611 bhatnagar zila chinsurah986294,-1,0.0,Low
2167,Kimaya Sampath,Male,PAN,ZDAPS4777M,"77/75, Lad Path, Eluru-225492",22-10-1989,kimaya sampath,7775 lad path eluru225492,ZDAPS4777M,True,kimaya sampath 77 75 lad path eluru 225492,2167,2168,14,27,1,1,1,1156,1216,0,0.01,0,Low,img_7.jpg,htapmas ayamik,0.36,Mismatch,Yes,0.334,Low,male,pan,Unknown,True,kimaya sampath male Unknown pan ZDAPS4777M 7775 lad path eluru225492,-1,0.0,Low
